x Vial present ( - put aside),Combined with other samples, Foil ID , Site , Date Collected , Species , Individ , Height/ Length/ Carapace width , Width/ Dactyl length , Aperture diameter , Wet weight w/ Shell , Shell weight , Tissue w/ operc weight/ Plates w/ mantle , Operculum/ Mantle weight , Wet sample weight , Oven Start Date & Time  , Time spent in Freezer (days) , Oven End Date & Time , Time spent in Oven (days) , Notes 
x,,39,Tauranga Head,7/2/2004,Cominella maculosa,2,33.5,19.7,21.3,5.230,3.563,1.560,0.014,0.345,7/20/2004 18:33,18.8,7/27/2004 14:00,6.8,3/4 gonad
x,,37,Tauranga Head,7/2/2004,Cominella maculosa,3,34.8,21.0,23.1,6.481,4.252,2.039,0.018,0.498,7/20/2004 18:45,18.8,7/27/2004 14:06,6.8,1/4 gonad
x,,47,Tauranga Head,7/2/2004,Cominella maculosa,4,34.4,22.1,23.6,6.469,4.147,2.183,0.019,0.501,7/20/2004 18:54,18.8,7/27/2004 14:47,6.8,1/2 gonad
x,,21,Tauranga Head,7/2/2004,Cominella maculosa,5,34.2,20.7,23.0,5.601,3.429,1.868,*,0.478,7/20/2004 19:04,18.8,7/27/2004 14:00,6.8,"1/4 gonad, very thin shell"
x,,199,Tauranga Head,7/2/2004,Diloma arida,1,7.9,9.8,7.9,0.349,0.253,*,*,0.024,7/21/2004 21:40,19.9,7/27/2004 14:40,5.7,
x,,204,Tauranga Head,7/2/2004,Diloma arida,2,9.4,11.5,10.0,0.672,0.482,*,*,0.051,7/21/2004 21:43,19.9,7/27/2004 13:40,5.7,
x,,202,Tauranga Head,7/2/2004,Diloma arida,3,8.4,10.4,8.0,0.416,0.283,*,*,0.024,7/21/2004 21:49,19.9,7/27/2004 14:40,5.7,
x,,203,Tauranga Head,7/2/2004,Diloma arida,4,9.1,11.0,8.7,0.500,0.338,*,*,0.027,7/21/2004 21:54,19.9,7/27/2004 14:40,5.7,
x,,200,Tauranga Head,7/2/2004,Diloma arida,5,8.0,10.3,7.9,0.414,0.276,*,*,0.020,7/21/2004 21:59,19.9,7/27/2004 13:40,5.7,
x,,197,Tauranga Head,7/2/2004,Diloma bicanaliculata,1,10.5,11.6,9.4,0.720,0.516,*,*,0.036,7/21/2004 22:14,19.9,7/27/2004 14:40,5.7,
